text,anotador1,anotador2,anotador3,coluna_combinada,final_label
"mention Seu lixo, vc não representa nem os nordestinos nem ninguém.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Seu lixo, vc é nordestino/baiano e ainda torce pro VASCO! Você é a escória, podre. Digno de pena",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Seu merda Carioca fudido,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Seu nordestino cubano já começou se queimar com ajudando Haddad. Professor de merda,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Seu partido e um lixo, não somos nordestino, somos brasileiros e graças a Bolsonaro vimos a corrupção q vcs são. Aqui tem povo não e nordeste bando de pobres que não sabe o que está acontecendo e quem e o tal presente que vcs censurou",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Seu petralha de MERDA sou nordestino sei bem o que estou falando seu idiota. Estou aqui In loco sei que vc deve ser jumento e não vai entender... Estou aqui no local seu debiloide.,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Seu único compromisso é com o sistema comunista. Ainda que para isso vc mate nordestino, sulista, nortista. Vc mata sua nação inteira por um sistema. Seu lixo!",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Seu... seu sulista de merda!,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Seus lixo, nos estamos comendo e vcs vao se foder, aqui na minha cidade tem muito nordestino que vao passar fome",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sim eu sou nordestino, salvou o Nordeste? De que? Do emprego? Do desenvolvimento? Vc é que deve ser um moleque de 15 anos de apartamento em condomínio fechado em cidade grande, o máximo que deve saber sobre o Nordeste é quando CangaCiro fala merda na TV.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Sim não precisa pq tinha a transposição do rio São Francisco agora travaram o Rio São Francisco e deixaram o nordestino sem água agora tem que pagar um caminhão pra servir a população e brincadeira um negócio desse desgoverno e vem você um fanfarrão rotar merda no twitter,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sim né? Porque só nordestino mata 🙄 que conclusão merda,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sim o LIXO do estadual carioca não é mais importante que a supercopa. Agora o campeonato paulista com certeza é bem maior que a recopa! Aqui no estado de SP quandoa gente fala que algo é ruim, a gente diz: - Parece o campeonato carioca !",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sim somos tão lixo que os nordestinos vem pra cá tentar mudar e buscar trabalho,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sim … esse ser , acaba de confirmar que nenhum nordestino deixou de votar ! Faz uma retratação aí o lixo",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Sim, Mas a maneira como o pessoal daqui do tt fala, o “sulista e um lixo” mas eles fazendo igual são lindos",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
"mention Sim, Sra. Desonesta? Quais mulheres, as do grelho duro? (Como disse o seu Ladrão de estimação). Os pobres e nordestinos são os que vcs da esquerda querem sempre pobres, pois assim conseguem ludibriar. Desonesta. Continue jogando sua carreira no lixo. Credibilidade zero.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sim, esse meio tava essa merda e ele não chamou o Ronaldinho que tava fundando o Atlético mineiro já com uns 30 e pouco nas costas",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention Sim, mas to falando pro restante da temporada mesmo, carioca eu ja comecei a cagar, campeonato mais merda que existe po (pros grandes). Mas o Zé Gabriel realmente nao da, mt fraco, porem acredito que so ano que vem a gente vai ter bem poucos irrigadores. Esse ano é no máximo sula",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sim, sem dúvidas, existe neonazi em todo os lugares. Mas o lugar onde mais se concentra grupos neonazi etc é na região do sul. Não estou falando merda de sulista etc, só um fato mesmo irmão",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sim, senta no meio fio para o tiro de guerra te colocar numa carioca e te jogar no lixo.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sim, sulista de merda",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sim, sustentados da globo e do governo, sem dinheiro público e sem a globo, lixo carioca seria no máximo um Madureira.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sim, vc é livre pra falar merda de nordestino. Em troca vai ser esculachado e com gosto. E dependendo da gravidade, punido.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Sim. E ainda vai voltar pra ser titular e arrumar essa zaga merda.,toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention Sim. Mas se a esquerda fizer merda, cai na próxima eleição. Sou mineiro e aqui o PT detonou o estado. Resultado: o Zema vai para o segundo mandato, o PT não teve coragem de lançar candidato a governador nestas eleições.",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
mention Sim... Vende a Sabesp carioca... E o povo de SP irá pagar mais caro né a conta de água! Lixo!,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Simples abandona o lixo do carioca,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sinto muito por isso, passei por coisas que não vaçe a pena te explicar, por ser Preto e Nordestino, mas tu cresceu nessa merda e quer passar isso pra quem ta perto de você e aceita numa boa? Você tem que se poupar de si mesmo.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sinto muito que tenha vivência do isso:(, peço desculpas por todos os sulistas fdp :( mas não desiste de nós não <3",toxic,not_toxic,not_toxic,"toxic, not_toxic, not_toxic",not_toxic
"mention Sinto muito ser um nordestino de merda e ainda morar em Salvador. Somos uma desgraça, não servimos pra porra nenhuma, nem pra ser lixo.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sinto muito... Precisei ouvir da minha própria vó tomara que os bandidos tomem conta e matem todo mundo mesmo, e não quero ver um nordestino aqui. Bolsonarismo é um lixo",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Slg cérebro de merda,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Smt aí sulista de merda, q nojo",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention So ta falando merda, tem gente no Sul q literalmente fala q é Alemão... Bizarro. Eu n tenho descendência direta, meus avós são Italianos e nem uso meu sobrenome Italiano direito. Aí aparece esses sulistas q n deve ter nem bisavô alemão, e fala q é alemão kkkk",toxic,not_toxic,toxic,"toxic, not_toxic, toxic",toxic
"mention Sobre as falas dele, acho que o relacionamento dos dois não deve ser questionado, não sabemos o que rolou, os 2 eram tóxicos, nem opino sobre, sobre as falas, não acho que seja xenofóbico, só falou merda, que nem muita gente fala, acusar nordestino de burro é tão idiota quanto+",not_toxic,toxic,not_toxic,"not_toxic, toxic, not_toxic",not_toxic
"mention Sobre pobre sofrer mais deixa eu te contar uma coisa incrível, não é só em tragédias não, pobre sofrer mais absolutamente todo os dias por ter várias privações, o sistema é uma merda. E adivinha que os pobres sulistas também podem ser extremistas uma coisa não anula a outra.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Sobrinho da estocadora de vento defendendo as lunatices dela Nada de novo O Brasil em 2016 e o povo mineiro em 2018 colocaram ela em seu lugar, a lata de lixo da história",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Socialismo é o que o teu presidente lixo está fazendo, fraudando o povo nordestino de votar 🐂",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Sofrer pro sp? Kkkkkkkkkkk os caras so seguram a gente na base da porrada e sempre tem polêmica pra eles, Atlético mineiro q ano passado tava uma bosta e o paranaense teve polêmica tbm, ate com -1 estavamos ganhando, mas o murilo fez merda dps",not_toxic,toxic,not_toxic,"not_toxic, toxic, not_toxic",not_toxic
"mention Solidariedade aos nordestino que sempre elegeram PTista e sempre estão na merda, cabeca só serve pra fazer peso no corpo.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Somos tratados feito merda por sulista do mesmo jeito que somos por argentino kkkkk,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sorte q o pior deles vcs não conseguiram, o bozo, vagabundo q não aparece no trabalho desde dia 30, tão merda, q com a máquina na mão, comprando voto a rodo, impedindo nordestino de chegar nos locais de votação, perdeu p um ex presidiário!!!!!!!!!!!!!!!!!!!!",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sotaque de baiano é brabo pra caralho, o meu sotaque sulista que é meio merda kkk.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Sotaque nordestino é uma merda irmão kkkkk,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sotaque sulista só podia, a ladainha é a mesma, comunismo. Q.merda essa gente, e vamos ter conviver com eles!!!",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sou Nordestino, Pernambucano amo minha terra, mas nunca vi uma música tão perfeita de Elba Ramalho: imagina o Brasil ser dividido e o nordeste ficar independente. Aqui tem muita coisa boa, coisas lindas. Pessoas maravilhosas.Praias e artistas e uma rica cultura.Mas política lixo",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
mention Sou a favor do Sul se separar do Brasil. Sudestino e Sulistas só fazem merda (eu sou sudestino que ñ votou no Bozo),toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sou baiano e nordestino e o ladrão do Lula e esse otario babando ovo do ladrão, não mi representa. Lixo humano! 🤮💩",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sou carioca e concordo. Poxa, haja dinheiro pra ficar consertando. O transporte é do trabalhador e ficam depredando. Coisa nova, frota nova vindo e o pessoal destruindo. E quem pega ônibus? O trabalhador, aquele msm q jogou lixo e já foi destruir... Ta na hora d pensarmos melhor",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Sou carioca e duvido alguém superar o carioca ... Um lixo de lugar,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou carioca e me incomoda muito ver como as pessoas não ligam de emporcalhar as ruas. É surreal uma cidade como o Rio não ter coleta seletiva de lixo, ter mais lixeiras nas ruas da ZN e o carioca ser mais educado com o próprio lixo.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou carioca e moro em SP, não tenho vontade nenhuma de voltar pro Rio, praia não me faz falta alguma, praia lotada, lixo, muvuca etc etc….",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Sou carioca e nunca votei nesse lixo, e também gostaria de entender porque votam nele.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sou carioca e sou obrigado a concordar com tudo isso que vc escreveu!!! Lixo de Janeiro 🇧🇷😢🖤,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou carioca e trabalho com atendimento no Rio. Sim, sofrível! Muito difícil conseguir ensinar tb, por conta de todo mundo ser tratado como lixo se torna algo normal, e conseguir mudar isso é um trabalho incansável.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Sou carioca e uma zona e pardiero com certeza uso. Um lixo tb.,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou carioca, e sinceramente, vir. Carioca falar do Tarcísio, quando a política do Rio de janeiro nos últimos 30 anos foi um lixo, é pra rir dos conterrâneos.😂😂😂",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Sou carioca, moro no RJ e a vdd q o Rio está um Lixo.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou da Bahia, to no rio des da decada de 80, retirante da seca. Nunca votei no PT e no lixo do Lula por entender que sempre foi um me tiros safado. Sou nordestino, sou bolsonaro.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Sou da cidade que mais concentra esses merdas SÃO FRANCISCO DO SUL - SC E tenho é vergonha desses lixo . Nao me representa ser comparado aos baderneiros . Tenho sangue sulista e nordestino,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sou de Alagoas nordestino raíz e diferente de muitos não assisto as fake News da globo lixo, por mim essa emissora chegue a falência e por fim acabe de vez 🤣🤣🤣🤣",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sou do Nordeste, aqui na Bahia lutamos muito, teve fraude aqui trabalhamos duro para reeleger nosso Presidente. Minha vontade era pegar esses desgraçados nordestinos que votam no ladrão e mandar pra cuba, mas infelizmente não posso. Olhe eu e minha filha na moto carreata ontem.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sou do Piauí ,não suporto esse lixo do Bolsonaro,mas nunca vi esse bando de otária falando do nordeste,tomem vergonha na cara seus lixos passei pro muitas citações humilhante e nunca vi apoio a os nordestinos,querem apoiar um bandido para ganha de outro bandido blz não nos usem",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sou filho de baiano com mineiro esse aí é lixo,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sou flamenguista e sou nordestino e não aceito esse tipo de lixo dentro do flamengo não lixo ela é lixo o landim 💩💩😡,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sou gaúcha e morro de vergonha dos sulistas. Racistas desgraçados! Justiça!,toxic,not_toxic,toxic,"toxic, not_toxic, toxic",toxic
mention Sou mineiro do Vale do jequi e tenho vergonha desse lixo,toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
mention Sou mineiro e nem fazia ideia da existência desse lixo.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sou mineiro, votei em você. Não sabia do seu caráter. Lixo",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sou mineiro. To cagando pra esse lixo de jogo.,toxic,not_toxic,not_toxic,"toxic, not_toxic, not_toxic",not_toxic
mention Sou nordestino BA e vc vem escrever uma merda dessa como se essas brinhantes personas mudassem a história da desgraça do nordeste! VÁ A MERDA COM ESSA SUA IDIOTICE EM FORMA DE LETRAS! RECEBO TODAS AS QUARTAS E QUINTAS MAIS DE 60 PESSOAS SAINDO DE SE E BA INDO PARA O SUDESTE!,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sou nordestino da terra do vagabundo Renan e não joguei meu voto no lixo chamado Lula.,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou nordestino de Recife, mas desejo toda a sorte de desgraça pro nordeste, principalmente pra Bahia, quanto pior melhor, pois é um povo imbecil esse que votou no Lula, merecem se lascar!!! Tem gente que gosta de ficar na merda",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sou nordestino de Teresina-PI e já cansei de ser ofendido por pessoas que se quer sabem os Estados com suas devidas capitais, vem falar merda e não sabem absolutamente nada da nossa região, nós aqui gostaríamos muito mesmo que esses energúmenos já mais pisassem aqui,não venham.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Sou nordestino e acho uma merda de decisão.,not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
"mention Sou nordestino e apoio essa decisão, não gostamos desses sulista safados e nem do resto do Brasil, vcs não merecem o norte e o nordeste. 😌 Seus arrombados de merda",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sou nordestino e aq estar em festa por esse lixo se tornar presidente pela 3 vez, o povo sofrido e pobre do nordeste infelizmente tem o ladrão de 9 dedos como herói infelizmente, aq mais parece uma Venezuela cheio de desocupado na miséria.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sou nordestino e confirmo q tu ta falando merda gordao,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sou nordestino e confirmo, nordestino burro votando no lula. Vão continuar na merda por isso já me mudei de lá e tô ganhando o triplo no meu trabalho, outro planeta fora de lá…",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sou nordestino e digo vcs é burro msm 25 anos de presidência Nordestina e a região continua um lixo... bando de idiotas.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sou nordestino e envergonhado desse lixo de região que mais uma vez endossa uma quadrilha de ladrão e relega o resto do país à podridão que é o PT. Nojo dessa imundície sustentando por miséria, ignorância, manipulação e compra de voto.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sou nordestino e essa eleição não me representa em nada. Fora Lula lixo e esquerda lixo.,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sou nordestino e esse lixo de perfil não me representa. #BolsonaroPresidente22,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sou nordestino e estou com vc. Não dêem emprego aos que saem desse lixo atrás de uma vida melhor aí.,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou nordestino e eu acredito, pq desde 2010 vinha essa promessa caubulosa seu lixo!",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou nordestino e futuro médico… Não compactuo com essa esquerda lixo, que só destruiu e deixou o nordestino na miséria. Os médicos do nordeste são 22 🇧🇷🇧🇷",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou nordestino e isso não me afetou pq ele apenas falou a verdade ! 16 anos de PT na minha Bahia e essa porra aqui tá uma merda ! Não dá pra viver aqui não, índice de criminalidade alto, analfabetismo, jovens que abandonam o ensino médio antes de concluir o ensino estadual lixo",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou nordestino e me envergonha o jordestw goverbafo a 16 anos pela esquerda, PT etc, e continua na merda, e pior, ainda assim vota nos bandidos da esquerda. É Bolsonaro 22 pelo bem do Brasil esquerda é lixo!",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou nordestino e me senti ofendido com essa merda, pegaram resto de comida da pia pra bota no cuscuz? Não é só pq tem CU no nome que vcs pode enfiar lá dentro",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou nordestino e moro no nordeste. E realmente você cuidou da nossa região igual sua família, por isso que tá esse lixo. Desemprego, educação básica ridícula, pobreza, famílias endividadas, segurança pública horrível. Números pífios. Ou seja, seu retrato. O retrato de um bandido",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Sou nordestino e n me ofendi com isso, é chato... Não!, ele n falou isso em público, oh vai dizer q ninguém aqui fala merda com os amigos ou próximos, sem câmeras, sem filtro Tem ate meme amigos de juntam sem falar nada q ofenda ninguém",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
mention Sou nordestino e não está perdoado! Seu xenofobico de merda,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sou nordestino e não precisamos de lixo como vcs para nos defender.... Sabemos nos defender sozinhos...Toma vergonha na cara lixo...,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Sou nordestino e não preciso desse tipo de merda.,not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
mention Sou nordestino e não voltei nessa merda do nine não e para de fala essas asneiras que vcs só fazem colocar o povo contra o nordeste,not_toxic,toxic,not_toxic,"not_toxic, toxic, not_toxic",not_toxic
"mention Sou nordestino e não vou da ouvido a esse lixo. Que se transvestir em corpo de humano. Agora só não venha pedir desculpa, que vou mandar tomar no cool",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sou nordestino e o nordeste só faz merda e aí?,toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
mention Sou nordestino e quero que você é o Kami vão os dois pra puta que pariu. Maluco xenofóbico tem mais é que se fuder mesmo. Racistinha de merda.,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sou nordestino e sinto vergonha pela merda que fizeram 4 anos de mazela parabéns vcs fuderam o brasil,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou nordestino e te falo o Pt não fez nada, começava a obras, superfaturava e largava pela metade como se fosse lixo. Eles só tem lábia, somente.",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
mention Sou nordestino mas isso n me atingir pq esse lixo n é dona do Flamengo.,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Sou nordestino moro em Recife e nada disso tá acontecendo seu filho da puta canalha lixo, vc e seu pai são dois canalhas",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sou nordestino não acho que as pessoas devam ser obrigadas a gostar do sotaque nordestino e nem obrigadas a gostar das manias das pessoas. Aque na Bahia a vários sotaques em diferentes regiões e alguns são uma merda. Serei obrigado a gostar? Frescura do caralho!,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou nordestino seu bosta, quem deve ter medo de bosta igual tu, são tuas negas, tu acha que tenho medo de merda igual tu? PNC",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou nordestino, com muito orgulho, eu queria que os povos nordestinos, votasse todos no Lula, para tirar este lixo do bolsonaro .",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Sou nordestino, do sertão da rapa, e sim como 3 vezes ao dia e trabalho também, nem por isso te quero no poder Zé ruela, que desculpa feia pra tentar enganar os pobres, tu engana os analfabetos cabeça dura que só assiste tv a globo lixo mais o resto tu não engana não",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou nordestino, e vivo muito melhor que um bosta que abre a boca para falar merda, quem cria filhote de facista é só vocês mesmo sulistas, cara seria tudo que eu queria era partir essa merda de pais, aí vocês curtem a ditadura de vocês de boa",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sou nordestino, mas depois do que fizeram, me sinto um merda pertencer a essa região, ou povinho que merecerem come capim.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sou nordestino, passei fome pedi esmola catei lixo para sobrevier na época do PT. Suas falas na hora da campanha é uma, quando ganhar é outra. Para financiar países comunistas ai sim vc sabe o que fazer e investir. Os brasileiros não vai cai mais nesse papo furado.!!",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Sou pobre, sou do nordeste. Caso separasse sul do nordeste, eu ficaria com o sul. O povo nordestino é um povo bom. Mas o Lula é lixo e ladrão, que fez uma grande parte dos nordestinos tomar ranço daquele lugar. Lualarapio é ladrão, e quem o apóia é cúmplice.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Sua cidade está um lixo... Obras inacabadas... Cracudos na Avenida Brasil... Arrastão em Copacabana... CV, TC, ADA, TCP... O carioca tem mais coisas para se preocupar... Essas manifestações só assustam os políticos amigos do Ladrão...",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Sua hora vai chegar seu Lixo!!!! O povo mineiro irá lembrar!!!!!!,toxic,not_toxic,toxic,"toxic, not_toxic, toxic",toxic
"mention Sua opinião sobre a discussão que se foda, Sulista de merda.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sua preocupação está no canto da música do que no time sem raça e sem vontade né ? Vcs precisam parar de puxar saco de jogador e de diretoria. Golear no Carioca não significa merda nenhuma !,toxic,not_toxic,toxic,"toxic, not_toxic, toxic",toxic
"mention Sul é nojento e entupido de gente lixo Falo sem medo fodace, só fatos. De todos os sulistas q tive contato, poucos prestavam abraços",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista de merda,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista de merda.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista de merda. Nem para pegar 1 pênalti. Lixo.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista e merda é a mesma coisa kkkkkkkk,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista e um lixo tem pavor de ter nascido nesse lugar de gente burra,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista literalmente come merda pra arrotar caviar,toxic,not_toxic,toxic,"toxic, not_toxic, toxic",toxic
mention Sulista lixo,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sulista lixo humano, somente.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista menos merda:,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sulista não faz nada direito msm, que merda",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista rico de merda 😡 E feliz natal 🤠,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista simplesmente fala merda sobre todo assunto,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sulista sofrem preconceito merecido, cheio de nazistinha de merda. O foda é que se tu mora aqui e é uma pessoa normal é taxado como nazista também, mas dizer que não sofre é sacanagem.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista só come lixo,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista ta ocupado trabalhando mantendo o lixo do nordeste em pé nao em rede social de vadiagem kkkkkkk,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sulista torcendo pra Argentina, duas merda do mesmo saco",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista é uma merda,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulista é uma merda de gente isso tds concordamos kkkk,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sulista, 2 países q fizeramra merda…muito SUS",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulistas desgraçados,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulistas desgraçados,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulistas desgraçados,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sulistas e Goianos pau a pau, pra ver quem faz mais merda",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Sulistas fdp,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Sulistas querem ser a merda cheirosa ,mas vão queimar o uc branco no nordeste e são recebidos com a educação que esses idiotas não tem !🗣️",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention SÓ FALA MERDA NÉ MINEIRO,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention SÓ TENHO QUE AGRADECER AOS PASSA FOME DOS NORDESTINOS POR MAIS UMA ELEIÇÃO BRILHANTE...LIRA, PUDIM DE PINGA E TANTOS OUTROS...VÃO À PQP, BANDO DE FDP...",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention São Paulo deve tudo aos imigrantes nordestinos, seu lixo humano, nem conhece a historia da própria cidade.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention São Paulo elege cada merda… Depois é nordestino quem não sabe votar.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention São Paulo está virando centro de reciclagem de lixo tóxico do ex-presidente Bolsonero, governador carioca vai ser preso ou fazer uma tragédia.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention São os mesmos nordestinos que mantém esse lixo no cenário político que levaram o lula para o segundo turno em troca de cabresto.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention São preconceituosos e odeiam nordestinos. Vai te tratar que bem lixo e tu vai sentir na pele o ódio que sente dos outros. Vc será inferior pra sempre kkk Bon sentir na pele k ódio que tem dos pares Né?!?,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
